Id,Start,Name,Impact,Currency
d00c8ff7-c998-4de7-be8f-f3a044135adb,05/06/2021 12:30:00,Initial Jobless Claims,MEDIUM,USD
0edf1800-eb77-4bb9-af69-cf01c0e4b14d,05/06/2021 13:00:00,Fed's Williams speech,MEDIUM,USD
7b866f80-87cd-4bdb-b298-43e590e2a2d3,05/06/2021 14:30:00,EIA Natural Gas Storage Change,LOW,USD
3dd9719b-4176-491d-acf2-f05b65f952c5,05/06/2021 15:30:00,4-Week Bill Auction,LOW,USD
cf688ff5-e422-4357-84d3-d46ca9ba8250,05/06/2021 23:30:00,Labor Cash Earnings (YoY),LOW,JPY
7e56876b-9bac-42a5-9c49-b3cc658a3c81,05/06/2021 23:50:00,Monetary Base (YoY),LOW,JPY
78a31c3e-ec7c-4759-be85-c394b520830d,05/07/2021 00:30:00,Jibun Bank Services PMI,LOW,JPY
2281f2a7-9b07-4bc4-920e-781e29f8ec2b,05/07/2021 01:45:00,Caixin Services PMI,MEDIUM,CNY
7990743f-3760-4f03-8131-9fbcade5db0f,05/07/2021 03:00:00,RBNZ Inflation Expectations (QoQ),MEDIUM,NZD
ba65aec8-741a-49cd-a2ba-23ebffea039c,05/07/2021 03:00:00,Trade Balance USD,MEDIUM,CNY
5d937707-4376-48c4-b485-6e030f567af4,05/07/2021 03:00:00,Exports (YoY) CNY,LOW,CNY
6da45559-c1ab-4690-a699-97f781803db1,05/07/2021 03:00:00,Imports (YoY),MEDIUM,CNY
935bc2b7-41dc-4e5d-babf-c36b23a8d2bc,05/07/2021 03:00:00,Exports (YoY),MEDIUM,CNY
5758cc67-fca2-4a81-8070-c3d3d60115e9,05/07/2021 03:00:00,Trade Balance CNY,LOW,CNY
4da2fe46-3d35-4cb1-85ce-f1e88e14d71b,05/07/2021 03:00:00,Imports (YoY) CNY,LOW,CNY
d9c13e9f-187c-47f7-995e-0912c33dedeb,05/07/2021 06:00:00,Industrial Production s.a. (MoM),MEDIUM,EUR
2d874fa4-216a-474d-8dce-33a7aeb2c3f3,05/07/2021 06:00:00,Exports (MoM),LOW,EUR
8671d569-57f0-414c-9b44-4e57d66fa971,05/07/2021 06:00:00,Industrial Production n.s.a. w.d.a. (YoY),LOW,EUR
e6d09615-34b0-4516-83da-97f7e8d514bf,05/07/2021 06:00:00,Imports (MoM),LOW,EUR
b9dbbb56-7465-4a20-a171-cb8685264ea5,05/07/2021 06:00:00,Current Account n.s.a.,LOW,EUR
67bc39cf-0beb-433f-94cf-f740f2e21abc,05/07/2021 06:00:00,Trade Balance s.a.,MEDIUM,EUR
cdd3fe0b-a70c-4ed4-b76b-ceab4afbd3a1,05/07/2021 08:00:40,Foreign Exchange Reserves (MoM),LOW,CNY
57fae26f-1a21-4d84-85f7-cad3af5f191e,05/07/2021 08:30:00,S&P Global/CIPS Construction PMI,LOW,GBP
f259a3de-7615-4453-9303-21af9ee95444,05/07/2021 12:30:00,Participation Rate,MEDIUM,CAD
8df0ffa3-baaf-4bb0-9e05-2c73c2296b2f,05/07/2021 12:30:00,Unemployment Rate,HIGH,CAD
e4c62ad1-d990-48bb-99cd-3cfbf43ded97,05/07/2021 12:30:00,Average Hourly Wages (YoY),MEDIUM,CAD
b92a1a58-2c70-40d3-a169-40797f8246e3,05/07/2021 12:30:00,Net Change in Employment,HIGH,CAD
3b995eee-3e72-4088-ba65-0fee6673feb1,05/07/2021 12:30:00,Labor Force Participation Rate,MEDIUM,USD
f32a0a33-a4b5-497e-8ea8-2a85ca8e1e9b,05/07/2021 12:30:00,Nonfarm Payrolls,HIGH,USD
2ec38b09-e89f-413f-b88e-6c9ad1e6c70b,05/07/2021 12:30:00,Average Hourly Earnings (YoY),MEDIUM,USD
ca8280d8-6f0e-4f9b-9f0c-6ccf062b695d,05/07/2021 12:30:00,Unemployment Rate,MEDIUM,USD
062d46b0-09ec-4486-afa6-72bd69fcf408,05/07/2021 12:30:00,Average Hourly Earnings (MoM),MEDIUM,USD
0b3dd484-7661-40ea-b0d8-8a2902127479,05/07/2021 12:30:00,U6 Underemployment Rate,MEDIUM,USD
45656e00-0780-472c-b366-f5336cf8c84a,05/07/2021 12:30:00,Average Weekly Hours,LOW,USD
0a70c91c-a716-49d7-9ae9-4404b95c707c,05/07/2021 14:00:00,Ivey Purchasing Managers Index s.a,MEDIUM,CAD
eb72575a-3aee-48b8-a476-861976583418,05/07/2021 14:00:00,Ivey Purchasing Managers Index,MEDIUM,CAD
c6ea9632-7d7c-4590-8ebb-6f2d7d87246c,05/07/2021 14:00:00,Wholesale Inventories,LOW,USD
ff554852-4f44-4634-866a-d93a799b2467,05/07/2021 15:00:00,President Biden speech,HIGH,USD
9db7c244-2d59-473b-87c7-502af03f8b02,05/07/2021 17:00:00,Baker Hughes US Oil Rig Count,LOW,USD
804cf442-5bef-478a-ac30-ec5ba09fc55f,05/07/2021 19:00:00,Consumer Credit Change,LOW,USD
35026521-517d-4042-ba4e-32d92e0f7a6f,05/07/2021 19:30:00,CFTC JPY NC Net Positions,LOW,JPY
80c50e56-042f-4d74-a2c8-c5a0adbf537e,05/07/2021 19:30:00,CFTC S&P 500 NC Net Positions,LOW,USD
3848ac07-0661-4530-9d08-cdc669213dfa,05/07/2021 19:30:00,CFTC Oil NC Net Positions,LOW,USD
ba601f6e-98a6-4157-9af4-e9bd84932e2c,05/07/2021 19:30:00,CFTC Gold NC Net Positions,LOW,USD
18fae5ea-7c40-4049-a536-45f9724ab257,05/07/2021 19:30:00,CFTC GBP NC Net Positions,LOW,GBP
d45ca58b-4b19-4479-9315-6caec97d74b9,05/10/2021 07:30:00,Halifax House Prices (MoM),LOW,GBP
7ad8b894-6b39-49c0-a822-a59b083e4b69,05/10/2021 07:30:00,Halifax House Prices (YoY/3m),LOW,GBP
feb90bb9-ba70-4e0a-a8f8-3b8fc51e7daa,05/10/2021 15:30:00,6-Month Bill Auction,LOW,USD
f4e32f5e-20e7-43de-a71a-73b3e489f0c1,05/10/2021 15:30:00,3-Month Bill Auction,LOW,USD
7a7e4478-c18a-4439-a451-0d6af55bb3fc,05/10/2021 22:45:00,Electronic Card Retail Sales  (MoM),LOW,NZD
2f1a72fb-38e7-4948-bd2a-d9552586141c,05/10/2021 22:45:00,Electronic Card Retail Sales (YoY),LOW,NZD
283d72e4-5e03-469d-8b88-b3e548fead01,05/10/2021 23:01:00,BRC Like-For-Like Retail Sales (YoY),MEDIUM,GBP
1761bc7b-39a9-45cd-a5b9-79272ebd35e2,05/10/2021 23:30:00,Overall Household Spending (YoY),MEDIUM,JPY
81b5b522-dbca-4987-8b71-cfc76b21c4f1,05/10/2021 23:50:00,BoJ Summary of Opinions,LOW,JPY
166dafa1-59d8-4e51-9a70-2253002d36d8,05/11/2021 01:30:00,Consumer Price Index (YoY),HIGH,CNY
9ede9761-113a-4453-8890-390374b66280,05/11/2021 01:30:00,Consumer Price Index (MoM),MEDIUM,CNY
0eca982e-fbd1-4b8a-bbda-ec9a7d160c77,05/11/2021 01:30:00,Producer Price Index (YoY),MEDIUM,CNY
8aa351dc-5a0d-4b4c-9907-1f410305e1c5,05/11/2021 03:35:00,10-y Bond Auction,LOW,JPY
f4b9c658-a6c5-4c69-ab99-8d43afab8fcc,05/11/2021 06:00:00,Wholesale Price Index (YoY),LOW,EUR
90a19ed4-bdad-402a-9610-90dec152f7b6,05/11/2021 06:00:00,Wholesale Price Index (MoM),LOW,EUR
2d91dda6-fa2b-442a-a901-3fc94a8ff6e7,05/11/2021 09:00:00,ZEW Survey – Economic Sentiment,MEDIUM,EUR
20263bb8-5c45-47a8-b8e4-99867cd8fd38,05/11/2021 09:00:00,ZEW Survey – Current Situation,MEDIUM,EUR
4b63ed3c-5dbd-4cee-b79d-44b4667cf278,05/11/2021 10:00:00,NFIB Business Optimism Index,LOW,USD
db8df78b-9ab2-426d-966a-162daef63294,05/11/2021 12:55:00,Redbook Index (YoY),LOW,USD
4a6a1a17-2897-4c4c-843c-a9575696a24a,05/11/2021 14:00:00,JOLTS Job Openings,LOW,USD
536d5b7c-b58a-4b75-adeb-661417189a0f,05/11/2021 14:30:00,Fed's Williams speech,MEDIUM,USD
f1d2e62e-b895-475b-a67b-909f76df5345,05/11/2021 14:30:00,BoE's Governor Bailey speech,HIGH,GBP
486af589-1604-4d9f-ae3f-764b74eb4c36,05/11/2021 16:00:00,Fed's Brainard speech,MEDIUM,USD
7c25f690-7d6c-4a43-9fce-48078785110b,05/11/2021 17:00:00,3-Year Note Auction,LOW,USD
2041c7a2-2c5b-4109-953b-9787955a621c,05/11/2021 20:30:00,API Weekly Crude Oil Stock,LOW,USD
2c8ff37d-d3f4-473a-b02a-2017b20ba4c8,05/11/2021 23:50:00,JP Foreign Reserves,LOW,JPY
d0f7a31a-cd3c-4a53-9383-332e6509ccf7,05/12/2021 05:00:00,Leading Economic Index,MEDIUM,JPY
256cc722-b26c-443e-be40-de661bfed1c6,05/12/2021 05:00:00,Coincident Index,LOW,JPY
71e479a2-47dd-4d65-8ef4-2ee0ef2d42d0,05/12/2021 06:00:00,Consumer Price Index (YoY),LOW,EUR
255c92c8-a335-4027-a4ce-333d9a75aef1,05/12/2021 06:00:00,Harmonized Index of Consumer Prices (MoM),LOW,EUR
1b7ff040-dc9d-4467-bf83-edf8bf302365,05/12/2021 06:00:00,Consumer Price Index (MoM),LOW,EUR
671f13d7-4e36-4586-a6d2-f62a2a5b747b,05/12/2021 06:00:00,Harmonized Index of Consumer Prices (YoY),HIGH,EUR
667f1fe0-1c26-4a48-869f-1917e913f922,05/12/2021 06:00:00,Index of Services (3M/3M),LOW,GBP
2ab123ef-5937-45a5-afdd-1fdcc2010add,05/12/2021 06:00:00,Manufacturing Production (MoM),MEDIUM,GBP
e9182744-63fc-4a58-bd83-77496187ca06,05/12/2021 06:00:00,Gross Domestic Product (YoY),MEDIUM,GBP
004609b3-3a44-44c4-bb8b-7b5cf7a44afb,05/12/2021 06:00:00,Total Business Investment (QoQ),LOW,GBP
6a68cdf3-ec41-4848-ae15-bfdc1c0d9ea4,05/12/2021 06:00:00,Gross Domestic Product (QoQ),HIGH,GBP
ecfaeac4-ea19-40e7-84d3-c0d9e9282081,05/12/2021 06:00:00,Manufacturing Production (YoY),MEDIUM,GBP
1e7efcc3-875f-4b37-8166-c42a0e86606d,05/12/2021 06:00:00,Gross Domestic Product (MoM),MEDIUM,GBP
1e83b431-dbe2-442b-acd6-d746d11ddfb5,05/12/2021 06:00:00,Industrial Production (YoY),LOW,GBP
915b2cef-9243-4072-a8f1-df357940004e,05/12/2021 06:00:00,Trade Balance; non-EU,LOW,GBP
ec845418-6d59-4220-881c-e0716b0eb1ed,05/12/2021 06:00:00,Goods Trade Balance,LOW,GBP
0fde1257-e29f-49ee-96c2-e114f27173d7,05/12/2021 06:00:00,Total Business Investment (YoY),LOW,GBP
12dedd36-8777-43ca-a667-e2900d0b4901,05/12/2021 06:00:00,Industrial Production (MoM),MEDIUM,GBP
0942347d-2195-4cd5-bd95-f90faa2ab691,05/12/2021 06:00:00,Total Trade Balance,LOW,GBP
43885329-6bba-4093-a489-4a52b476c7db,05/12/2021 07:00:00,New Loans,LOW,CNY
62d1e936-d1d0-4bf7-b5c0-56dba00916c6,05/12/2021 07:00:00,M2 Money Supply (YoY),LOW,CNY
e19d17b8-adc6-4c8c-940d-382af7843359,05/12/2021 11:00:00,MBA Mortgage Applications,LOW,USD
4057a0f1-0fd4-49e1-bc18-d984682449ad,05/12/2021 11:00:00,NIESR GDP Estimate (3M),MEDIUM,GBP
ed001dfb-8a1b-4395-8383-36070075ece9,05/12/2021 12:30:00,Consumer Price Index ex Food & Energy (YoY),HIGH,USD
f9cc03e7-2aa3-4c52-8ea8-576a0b919725,05/12/2021 12:30:00,Consumer Price Index (MoM),MEDIUM,USD
adc38670-c1c2-4b3b-a6df-5fbba3e41138,05/12/2021 12:30:00,Consumer Price Index n.s.a (MoM),LOW,USD
d462f2da-e49d-4894-8f2f-de7e704f7f0a,05/12/2021 12:30:00,Consumer Price Index ex Food & Energy (MoM),HIGH,USD
acdba46a-5aeb-4679-bbe9-f5413f5c099a,05/12/2021 12:30:00,Consumer Price Index (YoY),MEDIUM,USD
c2a6f6eb-0c96-4a8f-9003-ff7d85437930,05/12/2021 12:30:00,Consumer Price Index Core s.a,MEDIUM,USD
5b67730a-33f4-4957-96d0-e68998dc637f,05/12/2021 13:00:00,Fed's Clarida speech,MEDIUM,USD
35f5573a-ad27-4033-9591-2687232c3227,05/12/2021 14:00:00,BoE's Governor Bailey speech,HIGH,GBP
88d0cf57-8732-4119-8310-db5808dab9ac,05/12/2021 14:30:00,EIA Crude Oil Stocks Change,LOW,USD
6116afd3-9689-4741-9939-ea3e678e8b84,05/12/2021 16:00:00,USDA WASDE Report,LOW,USD
581fadf1-fa70-46e1-b318-539901e1cc52,05/12/2021 17:00:00,10-Year Note Auction,LOW,USD
05f71c9d-3326-4c34-9733-38ae9472591c,05/12/2021 18:00:00,Monthly Budget Statement,MEDIUM,USD
06be9daa-6d81-4557-a926-0ecc6e8c3559,05/12/2021 21:00:00,REINZ House Price Index (MoM),MEDIUM,NZD
0ea5313b-8d80-44df-b063-656878439d9d,05/12/2021 21:45:00,Food Price Index (MoM),LOW,NZD
812307d2-d4cc-498f-8170-941bf59d046b,05/12/2021 22:00:00,Ascension Day,NONE,EUR
26d07330-6a1c-44e4-aad5-b0ff50059640,05/12/2021 23:01:00,RICS Housing Price Balance,LOW,GBP
78e11c74-83a6-4125-996e-09d676279799,05/12/2021 23:50:00,Foreign Investment in Japan Stocks,LOW,JPY
8d9dd0a8-6025-44e0-b0f7-1d0885979007,05/12/2021 23:50:00,Current Account n.s.a.,MEDIUM,JPY
0423d6d9-7404-4fd5-80c0-26d0046bace3,05/12/2021 23:50:00,Bank Lending (YoY),LOW,JPY
1d6d8552-1fec-4e40-8801-417870195b28,05/12/2021 23:50:00,Trade Balance - BOP Basis,LOW,JPY
52bb34b0-47b6-45fd-a487-a9309690f862,05/12/2021 23:50:00,Foreign Bond Investment,LOW,JPY
2430c3b5-9f74-4ec1-b76d-3853a9f65d57,05/12/2021 23:50:05,Foreign Bond Investment,LOW,JPY
5aaed505-745b-41e4-b101-70b0fa844df4,05/12/2021 23:50:05,Foreign Investment in Japan Stocks,LOW,JPY
83de0484-2c17-4af6-bdf3-3fe9902930f6,05/13/2021 05:00:00,Eco Watchers Survey: Outlook,LOW,JPY
a5ba4b2a-eeef-4cd3-a0e1-f85329471456,05/13/2021 05:00:00,Eco Watchers Survey: Current,LOW,JPY
4a505a7a-e573-4926-9c64-d49e0b24c2ac,05/13/2021 07:00:00,FDI - Foreign Direct Investment (YTD) (YoY),MEDIUM,CNY
e720c207-b28e-40e4-b532-1d78701d63a8,05/13/2021 12:00:00,BoE's Cunliffe speech,MEDIUM,GBP
1da10c67-e386-4c46-b7da-07e5b0ddf567,05/13/2021 12:30:00,Producer Price Index ex Food & Energy (YoY),MEDIUM,USD
20eca89b-4304-472b-a9e5-434a8afdfd05,05/13/2021 12:30:00,Initial Jobless Claims,MEDIUM,USD
f5c28215-6745-493a-9cf9-78ca27ecf741,05/13/2021 12:30:00,Continuing Jobless Claims,LOW,USD
a39b59c5-72de-4fd3-abd6-8985879bc6e6,05/13/2021 12:30:00,Producer Price Index ex Food & Energy (MoM),LOW,USD
1441737d-dcc1-492b-86e9-9b52b25fc9fe,05/13/2021 12:30:00,Producer Price Index (YoY),LOW,USD
340e9b98-4fd2-4f97-b430-c93f20d1a8d3,05/13/2021 12:30:00,Producer Price Index (MoM),LOW,USD
6923bc45-26ba-4cf1-9703-ee6df97b5d0b,05/13/2021 12:30:00,Initial Jobless Claims 4-week average,MEDIUM,USD
a3b67928-9db8-43d4-bb5d-6da3dfd6652b,05/13/2021 14:30:00,EIA Natural Gas Storage Change,LOW,USD
9acab7ed-7880-4c65-8656-a8d7e97da5ea,05/13/2021 15:00:00,BoC's Governor Macklem speech,HIGH,CAD
f748112c-91d4-428d-9711-f79ec1c75c06,05/13/2021 15:30:00,4-Week Bill Auction,LOW,USD
44619d2f-0ad4-40af-a4d1-06d38723f9da,05/13/2021 16:00:00,BoE's Governor Bailey speech,HIGH,GBP
23efe03e-0ca1-4c31-9726-a73d61d5117f,05/13/2021 17:00:00,30-Year Bond Auction,LOW,USD
f628d04b-8f9d-4fce-b14c-b1c33b33ceb7,05/13/2021 22:30:00,Business NZ PMI,MEDIUM,NZD
32094831-8cfb-4a64-b9ae-45629e02d208,05/13/2021 23:50:00,Money Supply M2+CD (YoY),LOW,JPY
21b161bc-35b1-4f0e-8fef-35e52ae33221,05/14/2021 12:30:00,Wholesale Sales (MoM),LOW,CAD
69dbfbfa-ac01-4790-942b-b9271132bf57,05/14/2021 12:30:00,Manufacturing Sales (MoM),LOW,CAD
d57839d3-8f32-4d5e-922c-1331bc821d95,05/14/2021 12:30:00,Export Price Index (YoY),LOW,USD
3575b00e-175a-4274-b271-40e7eead1061,05/14/2021 12:30:00,Retail Sales (MoM),HIGH,USD
448e6d2e-c546-4386-b181-85556d62bc2d,05/14/2021 12:30:00,Retail Sales ex Autos (MoM),MEDIUM,USD
dbba1433-e632-46f6-baec-93e9e0623871,05/14/2021 12:30:00,Export Price Index (MoM),LOW,USD
fb02228d-7218-4b44-827f-a0f80316b045,05/14/2021 12:30:00,Retail Sales Control Group,HIGH,USD
5239fcc3-ec02-49b1-a747-c876598fe947,05/14/2021 12:30:00,Import Price Index (MoM),LOW,USD
781d97d2-0c2f-415a-982c-dd97310a08c0,05/14/2021 12:30:00,Import Price Index (YoY),LOW,USD
954d0f28-e0e4-4e21-9721-31fc4665dc97,05/14/2021 13:15:00,Capacity Utilization,LOW,USD
76b97190-b191-4f2c-bb8e-b72fac485bd6,05/14/2021 13:15:00,Industrial Production (MoM),LOW,USD
c0dab11f-b2b2-4953-bc22-0e77eadb91c8,05/14/2021 14:00:00,Michigan Consumer Sentiment Index,HIGH,USD
c782534f-d77c-44d6-8abb-3607c9ff4812,05/14/2021 14:00:00,Business Inventories,LOW,USD
df273aa8-3beb-4468-9d3b-74874ca4ea41,05/14/2021 14:00:00,UoM 5-year Consumer Inflation Expectation,MEDIUM,USD
34982182-b16d-4694-874e-bacd28713d8c,05/14/2021 17:00:00,Baker Hughes US Oil Rig Count,LOW,USD
33e16a4d-5c1f-4a20-a242-96910d34caf3,05/14/2021 19:30:00,CFTC JPY NC Net Positions,LOW,JPY
5eb6a0aa-1fc9-4481-a960-053530145e8f,05/14/2021 19:30:00,CFTC Gold NC Net Positions,LOW,USD
9ae0b96f-3421-4509-92bf-7f1f015d10f3,05/14/2021 19:30:00,CFTC S&P 500 NC Net Positions,LOW,USD
0afd144e-3865-460e-b3b8-c61437f62bd5,05/14/2021 19:30:00,CFTC Oil NC Net Positions,LOW,USD
5e79c5c3-0574-4924-9611-05a704bec732,05/14/2021 19:30:00,CFTC GBP NC Net Positions,LOW,GBP
71f31e39-fbba-452d-9065-7ed353770c77,05/16/2021 22:30:00,Business NZ PSI,LOW,NZD
5da0ce34-3fbc-4975-87a9-7f5d93cbd9a7,05/16/2021 22:45:00,Visitor Arrivals (YoY),LOW,NZD
3b8e8036-8d27-4d50-a794-eba77570ea8e,05/16/2021 23:00:00,Rightmove House Price Index (YoY),LOW,GBP
9cb0af4a-945a-4be1-8c94-6a9751db5ad3,05/16/2021 23:50:00,Producer Price Index (YoY),LOW,JPY
c8a26617-8741-4db7-bacb-b547b1b98352,05/16/2021 23:50:00,Producer Price Index (MoM),LOW,JPY
6ecdd67d-30f9-4683-995b-7137fa39436d,05/16/2021 23:50:00,Rightmove House Price Index (MoM),LOW,GBP
93096b8f-da65-4845-a37f-71834041aa92,05/17/2021 01:30:00,"House Price Index ",LOW,CNY
b6073c8d-4a57-42c6-959d-026e4b176de9,05/17/2021 02:00:00,NBS Press Conference,MEDIUM,CNY
3b517c95-c33f-4408-a8e7-771099b5d002,05/17/2021 02:00:00,Industrial Production (YoY),MEDIUM,CNY
3ac23c00-e32b-499f-928e-ee18b9649313,05/17/2021 02:00:00,Retail Sales (YoY),HIGH,CNY
52af9b16-efed-4b35-b6a0-ee67cc9aabc2,05/17/2021 02:00:00,Fixed Asset Investment (YTD) (YoY),LOW,CNY
c58b6cf4-249e-4d5a-bb3b-6343ff14651d,05/17/2021 06:00:00,Machine Tool Orders (YoY),LOW,JPY
002e0370-2ccf-47b5-b43c-59f993e214df,05/17/2021 12:15:00,Housing Starts s.a (YoY),LOW,CAD
269ee3a4-cdaf-4370-a6c8-8b4dca9bb245,05/17/2021 12:30:00,Foreign Portfolio Investment in Canadian Securities,LOW,CAD
52c87b21-02ba-4cff-85f2-f387d77da571,05/17/2021 12:30:00,Canadian Portfolio Investment in Foreign Securities,LOW,CAD
9a58a418-fb9d-462e-80fb-a43a10b6d500,05/17/2021 12:30:00,NY Empire State Manufacturing Index,LOW,USD
ee934157-cd06-4636-bdcb-78f224391256,05/17/2021 14:00:00,NAHB Housing Market Index,LOW,USD
aa46e2e9-47b0-4da4-a159-7e0d0ddeb6cc,05/17/2021 14:05:00,Fed's Clarida speech,MEDIUM,USD
bddf713b-15b1-45c2-bcaa-dc084d6af771,05/17/2021 14:15:00,BoE's Tenreyro speech,MEDIUM,GBP
d13c1070-e7ff-4b89-9b88-1480e31c45db,05/17/2021 15:30:00,3-Month Bill Auction,LOW,USD
ab117b75-a391-49cc-9f9f-c65257d410d0,05/17/2021 15:30:00,6-Month Bill Auction,LOW,USD
1e26343e-6774-442b-9858-5107beb84cc1,05/17/2021 15:30:00,BoE's Vlieghe speech,MEDIUM,GBP
040c86b5-12e5-4830-9878-b3a1d574b240,05/17/2021 16:30:00,BoE's Haldane speech,MEDIUM,GBP
1e321914-57fc-4713-b4b6-2f5093d9d858,05/17/2021 20:00:00,Net Long-Term TIC Flows,LOW,USD
de2ced28-7f1e-4e9e-a640-c8dd48f2a33b,05/17/2021 20:00:00,Total Net TIC Flows,LOW,USD
b875091f-921b-4e5e-b7de-a6f9f6d69b26,05/17/2021 23:50:00,Gross Domestic Product Deflator (YoY),LOW,JPY
f240475e-7f36-4476-8ae9-adb8787c39da,05/17/2021 23:50:00,Gross Domestic Product Annualized,MEDIUM,JPY
d868ce24-cd1c-42a1-a455-d85d4ba32c84,05/17/2021 23:50:00,Gross Domestic Product (QoQ),HIGH,JPY
bf6d20c5-3260-4468-867d-4a859e50957f,05/18/2021 04:30:00,Tertiary Industry Index (MoM),LOW,JPY
f006a31b-71e5-4cba-89b2-3e9002d69ae1,05/18/2021 06:00:00,Claimant Count Change,HIGH,GBP
ab8e3c51-c969-4be7-8ad8-76ddeb87e6fa,05/18/2021 06:00:00,Average Earnings Including Bonus (3Mo/Yr),MEDIUM,GBP
80e71481-b8cc-46da-844f-79ad48da6e50,05/18/2021 06:00:00,Employment Change,HIGH,GBP
67b15cc0-373e-42cb-a7a3-986dfbfc3b9c,05/18/2021 06:00:00,Average Earnings Excluding Bonus (3Mo/Yr),MEDIUM,GBP
56107f85-ab1e-4054-95d9-c45fc8702a90,05/18/2021 06:00:00,ILO Unemployment Rate (3M),HIGH,GBP
5d75f062-c94c-4793-b89f-dbce2f8f6586,05/18/2021 06:00:00,Claimant Count Rate,MEDIUM,GBP
701c4269-9512-4b6c-aa0a-0bbd9ac42d14,05/18/2021 12:30:00,Building Permits Change,LOW,USD
6c6dbded-c8aa-4129-ac5b-3cf7fb7e3f5d,05/18/2021 12:30:00,Housing Starts Change,LOW,USD
378b163f-6caa-4272-8973-89a3ebc0d309,05/18/2021 12:30:00,Housing Starts (MoM),MEDIUM,USD
65dea242-a6ad-4bf3-8540-b27b85f12288,05/18/2021 12:30:00,Building Permits (MoM),MEDIUM,USD
a98e92ed-049e-4543-9687-274e37b5c67b,05/18/2021 12:55:00,Redbook Index (YoY),LOW,USD
328c7f19-790b-4078-9b2c-a1ec42944108,05/18/2021 14:00:00,BoE's Ramsden speech,MEDIUM,GBP
87c5d79f-0c86-48d7-9cd8-a55fdde0dbf1,05/18/2021 14:00:00,BoE's Governor Bailey speech,HIGH,GBP
220b12c1-f271-4578-b684-cc35c1a6ef08,05/18/2021 14:00:00,BoE's Broadbent speech,MEDIUM,GBP
46fee5c4-0343-4a4b-b52e-9cdaa1455b3f,05/18/2021 14:30:00,GDT Price Index,LOW,NZD
4ce226f6-4703-44de-b43f-f127035ddda1,05/18/2021 16:00:00,52-Week Bill Auction,LOW,USD
2723456f-16ee-4517-b9f2-961bffd138a1,05/18/2021 20:30:00,API Weekly Crude Oil Stock,LOW,USD
45134f37-8849-43e9-b7d0-9b32ea66ae2a,05/18/2021 22:45:00,Producer Price Index - Input (QoQ),LOW,NZD
39f669f0-6f27-4bf6-8313-fb1a43a1d650,05/18/2021 22:45:00,Producer Price Index - Output (QoQ),LOW,NZD
9f45d7a4-609a-4224-96b0-495c1856602b,05/19/2021 04:30:00,Industrial Production (MoM),LOW,JPY
d8076d86-ff01-40cf-9e2b-85cdf2e29843,05/19/2021 04:30:00,Capacity Utilization,LOW,JPY
63851f28-319e-4fd8-9699-f0f4d66eb04f,05/19/2021 04:30:00,Industrial Production (YoY),MEDIUM,JPY
0b8103dc-4a25-465d-ad5b-0f005a447586,05/19/2021 06:00:00,Producer Price Index - Input (YoY) n.s.a,LOW,GBP
6c07f601-85cb-45b5-ae2a-1299343e8e48,05/19/2021 06:00:00,Consumer Price Index (YoY),HIGH,GBP
cfb7c962-303b-4e03-9166-1757852e3a30,05/19/2021 06:00:00,"PPI Core Output (YoY) n.s.a ",MEDIUM,GBP
b1d93fe2-7654-488e-903a-31c5a6ffe24e,05/19/2021 06:00:00,Producer Price Index - Output (YoY) n.s.a,LOW,GBP
9ffa9bb7-57c2-4225-bc60-4ee831bf5c77,05/19/2021 06:00:00,Core Consumer Price Index (YoY),MEDIUM,GBP
b81c142e-8fa7-4ee1-98a4-56c8e01f8846,05/19/2021 06:00:00,Retail Price Index (MoM),MEDIUM,GBP
a806f44a-f03e-48c3-83c9-955906a3336a,05/19/2021 06:00:00,PPI Core Output (MoM) n.s.a,MEDIUM,GBP
3f7df6f5-c1ad-40b5-80d9-ba155733329f,05/19/2021 06:00:00,Producer Price Index - Input (MoM) n.s.a,LOW,GBP
238d194a-0eee-439d-b476-c46af01cc01c,05/19/2021 06:00:00,Producer Price Index - Output (MoM) n.s.a,LOW,GBP
7691d336-df0b-4f57-b00f-dc797f5fb2ad,05/19/2021 06:00:00,Retail Price Index (YoY),MEDIUM,GBP
22b4b098-2492-4468-a6e1-f91e89b8e2e6,05/19/2021 06:00:00,Consumer Price Index (MoM),MEDIUM,GBP
67f37ed7-57b6-47aa-a212-762e549c3a36,05/19/2021 08:30:00,DCLG House Price Index (YoY),LOW,GBP
37f13787-7039-4256-af6a-70ffdaa5db90,05/19/2021 09:30:00,10-y Bond Auction,MEDIUM,EUR
fa2c37fd-9067-4cd5-845c-c2807ec83e7e,05/19/2021 11:00:00,MBA Mortgage Applications,LOW,USD
89cfa7a9-8a34-4fd3-934e-05bf52d12ff9,05/19/2021 12:30:00,Consumer Price Index - Core (MoM),MEDIUM,CAD
3d7d13f0-8ed3-4655-811a-3fc3192118e0,05/19/2021 12:30:00,Consumer Price Index (YoY),MEDIUM,CAD
ad306b8e-a7ba-4e60-8527-5f06eb4c7c2b,05/19/2021 12:30:00,Consumer Price Index (MoM),MEDIUM,CAD
9cc9511e-4443-426a-9a31-be03363b048e,05/19/2021 12:30:00,BoC Consumer Price Index Core (YoY),HIGH,CAD
1caca59d-3e20-4173-b136-fa0e3059a431,05/19/2021 12:30:00,BoC Consumer Price Index Core (MoM),MEDIUM,CAD
6b3fcb60-3a15-4fc7-b5b8-46c1f34badcf,05/19/2021 14:30:00,EIA Crude Oil Stocks Change,LOW,USD
